,MODELTYPE,MILEAGE,COMPANY,FIRSTDAY,REPAIRDAY,CARNAME,PART,SEVERITY,HQ,PRICE
0,기본형,67219,FORD,20150101,20180507,포드,앞범퍼(스틸형)하단,교환,1.24,40920
0,기본형,67219,FORD,20150101,20180507,포드,앞범퍼,교환,3.01,99330
0,기본형,67219,FORD,20150101,20180507,포드,헤드램프(좌),탈착,0.42,13860
0,기본형,67219,FORD,20150101,20180507,포드,헤드램프(우),탈착,0.42,13860
0,기본형,67219,FORD,20150101,20180507,포드,앞패널,판금,2.5,82500
0,기본형,67219,FORD,20150101,20180507,포드,앞휀다(좌),판금,1.5,49500
0,기본형,67219,FORD,20150101,20180507,포드,앞사이드멤버(좌),판금,3.5,115500
0,기본형,67219,FORD,20150101,20180507,포드,앞사이드멤버(우),판금,3.5,115500
0,기본형,67219,FORD,20150101,20180507,포드,인터쿨러 ,교환,1.8,59400
0,기본형,67219,FORD,20150101,20180507,포드,앞범퍼(신품)수용성,도장,100.0,290000
0,기본형,67219,FORD,20150101,20180507,포드,앞휀다(좌)(보수)수용성,도장,100.0,307000
0,기본형,67219,FORD,20150101,20180507,포드,앞사이드멤버(좌)(보수),도장,100.0,127000
0,기본형,67219,FORD,20150101,20180507,포드,앞사이드멤버(우)(보수),도장,100.0,127000
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,뒤범퍼(단독작업),탈착,1.68,55440
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,뒤범퍼(단독작업),오버홀,2.24,73920
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,뒤범퍼(단독작업),수리,9.0,297000
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,"뒤범퍼 신품가 839,718",,1.0,0
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,컴비네이션램프(좌),탈착,0.35,11550
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,컴비네이션램프(우),탈착,0.35,11550
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,뒤범퍼 레일 그린수가 50%청구,판금,6.8,224400
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,"뒤범퍼 레일 신품가 449,460",,1.0,0
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,백패널,판금,1.5,49500
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,뒤범퍼(보수) 수용성,도장,100.0,388000
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,백패널(보수) 수용성,도장,100.0,254000
0,520d,110718,BMW,20141119,20180512,BMW 5시리즈,유리막 재시공,도장,,150000
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,앞범퍼,탈착,1.68,55440
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,앞휠하우스(우),판금,2.5,82500
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,앞범퍼,오버홀,2.24,73920
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,앞범퍼,수리,4.0,132000
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,라디에터그릴,탈착,0.42,13860
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,주차센서 및 배선,탈착,0.8,26400
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,앞패널,판금,2.5,82500
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,헤드램프(좌),탈착,0.42,13860
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,헤드램프(우),탈착,0.42,13860
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,헤드램프(우),수리,4.2,138600
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,본네트,판금,2.5,82500
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,앞휀다(우),판금,2.5,82500
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,프론트서스팬션ASS'Y(우),교환,3.15,103950
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,등속조인트고무(우),교환,0.98,32340
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,"프론트쇽업쇼버(킷트교환시,",오버홀,1.05,34650
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,"도어(앞우,자동문)(일체힌지",판금,1.5,49500
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,"도어(앞우,자동문)(일체힌지",오버홀,2.66,87780
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,허브(앞우),오버홀,1.05,34650
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,앞범퍼(보수),도장,100.0,360000
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,본네트(보수),도장,100.0,476000
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,앞휀다(우)(보수),도장,100.0,307000
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,"도어(앞우)(보수,5Dr)",도장,100.0,417000
0,기본형,14947,CITROEN,20170101,20180518,씨트로엥,앞휠하우스(우)(보수),도장,100.0,127000
0,기본형,25525,BMW,20170830,20180504,BMW 520D,앞범퍼,탈착,1.68,53760
0,기본형,25525,BMW,20170830,20180504,BMW 520D,앞범퍼,오버홀,2.24,71680
0,기본형,25525,BMW,20170830,20180504,BMW 520D,라디에터그릴 좌,탈착,0.42,13440
0,기본형,25525,BMW,20170830,20180504,BMW 520D,라디에터그릴 우,탈착,0.42,13440
0,기본형,25525,BMW,20170830,20180504,BMW 520D,앞범퍼 그린수가 50%청구,수리,15.63,500160
0,기본형,25525,BMW,20170830,20180504,BMW 520D,"앞범퍼 신품가 1,001,110",,1.0,0
0,기본형,25525,BMW,20170830,20180504,BMW 520D,헤드램프(좌),탈착,0.42,13440
0,기본형,25525,BMW,20170830,20180504,BMW 520D,헤드램프(좌)그린수가 50%청구,수리,34.87,1115840
0,기본형,25525,BMW,20170830,20180504,BMW 520D,"헤드램프 신품가(좌)2,230,800",,1.0,0
0,기본형,25525,BMW,20170830,20180504,BMW 520D,앞휀다(좌),판금,1.5,48000
0,기본형,25525,BMW,20170830,20180504,BMW 520D,앞범퍼(보수),도장,100.0,380000
0,기본형,25525,BMW,20170830,20180504,BMW 520D,앞휀다(좌)(보수),도장,100.0,380000
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,"도어(뒤우,자동문)(일체힌지",오버홀,2.24,71680
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,"도어(뒤우,자동문)그린수가 60%청구",판금,30.0,960000
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,"도어(뒤우)신품가1,601,622",,1.0,0
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,컴비네이션램프(좌),탈착,0.35,11200
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,컴비네이션램프(우),탈착,0.35,11200
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,"뒤휀다(우,5도어형)그린수가 50%청구",판금,26.93,861760
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,"뒤휀다 신품가 1,436,292",,1.0,0
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,주유규 커버 ,탈착,0.8,25600
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,뒤범퍼,탈착,1.47,47040
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,뒤범퍼,오버홀,1.54,49280
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,뒤범퍼,수리,3.5,112000
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,주차센서 및 배선,탈착,0.8,25600
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,휠(뒤우)그린수가 60%청구,수리,19.68,629760
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,"휠(뒤우)신품가 1,049,796",,1.0,0
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,"도어(뒤우)(보수,5Dr)",도장,100.0,380000
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,뒤범퍼(보수),도장,100.0,380000
0,기본형,7703,BMW,20171101,20180514,NEW BMW 740Li,"뒤휀다(우)(보수,5Dr)",도장,100.0,380000
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,앞범퍼,탈착,1.68,53760
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,주차센서 및 배선,탈착,0.8,25600
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,앞범퍼,오버홀,2.24,71680
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,앞범퍼 그린수가 60%청구 ,수리,9.1,291200
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,"앞범퍼 신품가 487,200",,1.0,0
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,헤드램프(우),탈착,0.42,13440
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,본넷 에어백 ,교환,1.2,38400
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,라디에터그릴,탈착,0.42,13440
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,앞휀다(우),판금,1.5,48000
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,"도어(앞우,자동문)(일체힌지",오버홀,2.66,85120
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,"도어(앞우,자동문)그린수가50%청구",판금,8.2,262400
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,"도어(앞우)신품가 527,700",,1.0,0
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,사이드스탭패널(외측)(우),판금,1.5,48000
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,프론트서스팬션ASS'Y(우),교환,3.15,100800
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,허브(앞우),오버홀,1.05,33600
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,휠(앞우)그린수가60%청구,수리,9.83,314560
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,"휠(앞우)신품가523,710",,1.0,0
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,앞범퍼(보수) 수용성,도장,100.0,380000
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스, 앞휀다(우) 수용성,도장,100.0,380000
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,"도어(앞우)(보수,5Dr)수용성",도장,100.0,380000
0,A200,17112,BENZ,20170101,20180514,벤츠 A클래스,사이드스텝패널(우)(보수)수용성,도장,100.0,254000
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,앞범퍼,탈착,1.47,47040
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,앞범퍼,오버홀,1.54,49280
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,주차센서 및 배선,탈착,0.8,25600
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,앞범퍼 그린수가 그린수가 40%청구,수리,6.12,195840
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,"앞범퍼 신품가 489,951",,1.0,0
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈, 라디에이터그릴 우,탈착,0.42,13440
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,라디에터그릴 좌,탈착,0.42,13440
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,헤드램프(좌),탈착,0.42,13440
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,헤드램프 그린수가 50%청구,수리,11.39,364480
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,"헤드램프 신품가 912,483",,1.0,0
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,본네트,판금,1.5,48000
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,앞휀다(좌),판금,4.5,144000
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,앞범퍼(보수),도장,100.0,380000
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,본네트(보수),도장,100.0,380000
0,218d,42151,BMW,20170101,20180519,BMW 2시리즈,앞휀다(우)(보수),도장,100.0,380000
0,520d,60126,BMW,20170417,20180423,BMW 5시리즈,앞범퍼,교환,3.01,105350
0,520d,60126,BMW,20170417,20180423,BMW 5시리즈,본네트,교환,0.77,26950
0,520d,60126,BMW,20170417,20180423,BMW 5시리즈,라디에터그릴,교환,0.42,14700
0,520d,60126,BMW,20170417,20180423,BMW 5시리즈,앞패널,교환,3.99,139650
0,520d,60126,BMW,20170417,20180423,BMW 5시리즈,헤드램프(우),교환,0.42,14700
0,520d,60126,BMW,20170417,20180423,BMW 5시리즈,포그램프(우),교환,1.0,35000
0,520d,60126,BMW,20170417,20180423,BMW 5시리즈,앞휀다(우),교환,1.33,46550
0,520d,60126,BMW,20170417,20180423,BMW 5시리즈,앞휀다(좌),판금,9.0,315000
0,520d,60126,BMW,20170417,20180423,BMW 5시리즈,"도어(앞우,자동문)",판금,9.0,315000
0,520d,60126,BMW,20170417,20180423,BMW 5시리즈,앞범퍼(신품),도장,100.0,450000
0,520d,60126,BMW,20170417,20180423,BMW 5시리즈,본네트(신품),도장,100.0,450000
0,기본형,11387,BENZ,20170601,20180425,벤츠 G350,본네트,판금,9.0,315000
0,기본형,11387,BENZ,20170601,20180425,벤츠 G350,"도어(앞좌,자동문)",판금,9.0,315000
0,기본형,11387,BENZ,20170601,20180425,벤츠 G350,사이드스탭패널(외측)(좌),교환,3.5,122500
0,기본형,11387,BENZ,20170601,20180425,벤츠 G350,본네트(보수),도장,100.0,350000
0,기본형,99782,CHRYSLER,20150101,20180430,크라이슬러,앞범퍼,교환,3.01,105350
0,기본형,99782,CHRYSLER,20150101,20180430,크라이슬러,본네트,판금,7.0,245000
0,기본형,99782,CHRYSLER,20150101,20180430,크라이슬러,헤드램프(좌),탈착,0.42,14700
0,기본형,99782,CHRYSLER,20150101,20180430,크라이슬러,헤드램프(우),탈착,0.42,14700
0,기본형,99782,CHRYSLER,20150101,20180430,크라이슬러,앞휀다(좌),판금,7.0,245000
0,기본형,99782,CHRYSLER,20150101,20180430,크라이슬러,앞휀다(우),판금,8.0,280000
0,기본형,99782,CHRYSLER,20150101,20180430,크라이슬러,앞범퍼(신품),도장,100.0,350000
0,320d,5442,BMW,20160101,20180508,BMW 3시리즈,앞범퍼,수리,9.0,315000
0,320d,5442,BMW,20160101,20180508,BMW 3시리즈,헤드램프(좌),탈착,0.42,14700
0,320d,5442,BMW,20160101,20180508,BMW 3시리즈,앞범퍼(보수),도장,100.0,350000
0,Q50S,11146,NISSAN,20170915,20180517,닛산 인피니티,앞휀다(좌),판금,9.0,315000
0,Q50S,11146,NISSAN,20170915,20180517,닛산 인피니티,"도어(앞좌,자동문)(일체힌지",판금,9.0,315000
0,Q50S,11146,NISSAN,20170915,20180517,닛산 인피니티,사이드미러(자동)(좌),교환,0.42,14700
0,Q50S,11146,NISSAN,20170915,20180517,닛산 인피니티,앞휀다(좌)(보수),도장,100.0,350000
0,Q50S,11146,NISSAN,20170915,20180517,닛산 인피니티,도어(앞좌)(보수),도장,100.0,350000
0,520d,134115,BMW,20150422,20180521,BMW 5시리즈,앞범퍼,교환,3.01,105350
0,520d,134115,BMW,20150422,20180521,BMW 5시리즈,헤드램프(우),교환,0.42,14700
0,520d,134115,BMW,20150422,20180521,BMW 5시리즈,앞휀다(우),판금,8.0,280000
0,520d,134115,BMW,20150422,20180521,BMW 5시리즈,앞범퍼(신품),도장,100.0,400000
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),후론트 범퍼,교환,1.79,44750
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),헤드램프(우),탈착,0.44,11000
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),후론트 휀다(우),판금,2.0,50000
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),후론트 도어(우),판금,1.5,37500
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),후론트 도어(우),1/2OH,1.2,30000
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),슬라이딩 도어(우),판금,1.5,37500
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),슬라이딩 도어(우),1/2OH,1.0,25000
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),리어 휀다(우),판금,2.0,50000
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),"타이어(앞,우)",교환,0.7,17500
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),"타이어(뒤,우)",교환,0.7,17500
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),후론트 범퍼교환,도장,1.97,49250
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),후론트 휀다(우)판금,도장,2.8,70000
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),후론트 도어(우)판금,도장,4.15,103750
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),슬라이딩 도어(우)판금,도장,4.56,114000
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),리어 휀다(우)판금,도장,3.26,81500
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),공통시간작업,도장,2.8,70000
0,리무진,30903,기아,20160101,20180519,뉴카니발9인승(06),가열건조비,도장,0.0,17278
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어 도어(우),판금,3.5,87500
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어 도어(우),1/2OH,1.15,28750
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,후론트 도어(우),판금,2.5,62500
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,후론트 도어(우),1/2OH,1.17,29250
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,"사이드 스텝 패널(외측,우)",판금,2.5,62500
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어 휀다(우),교환,5.61,140250
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어 휠가드(우),탈착,0.28,7000
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,"안전벨트(뒤,우)",탈착,0.35,8750
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,"리어 휠하우스(외측,우)",판금,0.5,12500
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,"타이어(뒤,우)",탈착,0.5,12500
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어 컴비네이션램프(좌),탈착,0.35,8750
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어 컴비네이션램프(우),탈착,0.35,8750
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어 범퍼 커버,탈착,0.95,23750
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어 범퍼 커버,수리,1.5,37500
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어휀다 공장 일괄청구,,1.0,0
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,후론트 도어(우)판금,도장,3.99,99750
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어 도어(우)판금,도장,3.56,89000
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,"사이드 스텝 패널(외측,우)판금",도장,2.24,56000
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어 휀다(우)교환,도장,2.76,69000
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,"리어 휠하우스(외측,우)판금",도장,1.54,38500
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,리어 범퍼 커버판금,도장,3.57,89250
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,공통시간작업,도장,2.2,55000
0,LS (2.0),50641,한국GM,20150101,20180521,말리부,가열건조비,도장,0.0,17278
0,기본형,50000,HONDA,20160101,20180531,혼다,앞범퍼,탈착,1.68,55440
0,기본형,50000,HONDA,20160101,20180531,혼다,앞범퍼,오버홀,2.24,73920
0,기본형,50000,HONDA,20160101,20180531,혼다,앞범퍼 그린수가 60%청구 ,수리,7.09,233970
0,기본형,50000,HONDA,20160101,20180531,혼다,"앞범퍼 신품가 389,862",,1.0,0
0,기본형,50000,HONDA,20160101,20180531,혼다,라디에터그릴,탈착,0.42,13860
