,MODELTYPE,MILEAGE,COMPANY,FIRSTDAY,REPAIRDAY,CARNAME,PART,SEVERITY,HQ,PRICE
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,앞휀다(우)(신품)수용성,도장,100.0,248000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,앞휀다(좌)(보수)수용성,도장,100.0,307000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,앞휠하우스(좌)(보수)수용성,도장,100.0,127000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,앞휠하우스(우)(신품)수용성,도장,100.0,97000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,앞사이드멤버(좌)(보수)수용성,도장,100.0,127000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,앞사이드멤버(우)(신품)수용성,도장,100.0,97000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,후론트필러(우)(보수)수용성,도장,100.0,254000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,"도어(앞우)(보수,5Dr)수용성",도장,100.0,417000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,사이드스텝패널(우)(보수)수용성,도장,100.0,254000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,사이드 스텝몰딩 수용성,도장,,194000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,루프패널(보수)수용성,도장,100.0,531000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,실리콘,도장,,180000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,"도어(뒤우)(보수,5Dr)수용성",도장,100.0,417000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,"뒤휀다(우)(보수,5Dr)수용성",도장,100.0,380000
0,320d,6800,BMW,20170630,20180518,BMW 3시리즈,주유구 커버수용성,도장,,80000
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,뒤범퍼,탈착,1.68,55440
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,뒤범퍼,교환,3.92,129360
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,주차센서 및 배선,탈착,0.8,26400
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,"도어(뒤좌,자동문)(일체힌지",오버홀,2.24,73920
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,"도어 (뒤좌) 신품가 2,528,500",,1.0,0
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,도어 (뒤좌) 그린수가 50%청구,수리,38.34,1265220
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,"뒤휀다(좌)(5도어형) 신품가 2,853,100",,1.0,0
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,뒤휀다(좌)(5도어형) 50% 청구,수리,43.22,1426260
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,"사이드스텝 신품가 1,281,200",,1.0,0
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,사이드스텝 50%청구,수리,19.41,640530
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,사이드스텝(내측)(좌),판금,3.0,99000
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,"휠 신품가 2,173,500",,1.0,0
0,기본형,11476,MASERATI,20180101,20180807,콰트로포르테,휠 그린수가 50%청구,수리,32.9,1085700
0,기본형,46976,VOLKSWAGEN,20120615,20180824,폭스바겐 골프,뒤범퍼,탈착,1.68,55440
0,기본형,46976,VOLKSWAGEN,20120615,20180824,폭스바겐 골프,뒤범퍼,오버홀,2.24,73920
0,기본형,46976,VOLKSWAGEN,20120615,20180824,폭스바겐 골프,뒤범퍼,수리,4.5,148500
0,기본형,46976,VOLKSWAGEN,20120615,20180824,폭스바겐 골프,주차센서 및 배선,탈착,0.8,26400
0,기본형,46976,VOLKSWAGEN,20120615,20180824,폭스바겐 골프,"(우) 뒤휠 신품가 731,800",,1.0,0
0,기본형,46976,VOLKSWAGEN,20120615,20180824,폭스바겐 골프,(우) 뒤휠 그린수가 50%청구,수리,11.08,365640
0,기본형,46976,VOLKSWAGEN,20120615,20180824,폭스바겐 골프,뒤범퍼(보수),도장,100.0,388000
0,기본형,46976,VOLKSWAGEN,20120615,20180824,폭스바겐 골프,"뒤휀다(우)(신품,5Dr)",도장,100.0,380000
0,기본형,7232,HONDA,20160101,20180821,혼다 CIVIC,뒤범퍼,탈착,1.68,55440
0,기본형,7232,HONDA,20160101,20180821,혼다 CIVIC,뒤범퍼,오버홀,2.24,73920
0,기본형,7232,HONDA,20160101,20180821,혼다 CIVIC,뒤범퍼,수리,3.0,99000
0,기본형,7232,HONDA,20160101,20180821,혼다 CIVIC,뒤휀다(좌)(3도어형),판금,3.0,99000
0,기본형,7232,HONDA,20160101,20180821,혼다 CIVIC,"도어(앞좌,자동문)(일체힌지",판금,3.0,99000
0,기본형,7232,HONDA,20160101,20180821,혼다 CIVIC,"도어(앞좌,자동문)(일체힌지",오버홀,2.66,87780
0,기본형,7232,HONDA,20160101,20180821,혼다 CIVIC,도어(앞좌)(보수),도장,100.0,417000
0,기본형,7232,HONDA,20160101,20180821,혼다 CIVIC,"뒤휀다(좌)(보수,3Dr)",도장,100.0,402000
0,기본형,7232,HONDA,20160101,20180821,혼다 CIVIC,뒤범퍼(보수),도장,100.0,388000
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,뒤범퍼,탈착,0.49,15140
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,뒤범퍼,오버홀,0.56,17300
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,뒤범퍼,수리,3.0,92700
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,주차센서 및 배선,탈착,0.8,24720
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,백도어,판금,7.0,216300
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,백도어,오버홀,2.45,75710
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,백패널,판금,1.5,46350
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,뒤테일램프(좌),교환,0.35,10820
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,뒤테일램프(우),탈착,0.35,10820
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,뒤범퍼(보수)수용성,도장,100.0,331910
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,백도어(보수)수용성,도장,100.0,381620
0,기본형,100000,CHRYSLER,20170101,20180724,그랜드 체로키 짚,백패널수용성,도장,,231240
0,기본형,62266,VOLKSWAGEN,20140215,20180823,폭스바겐 골프,뒤범퍼(단독작업),탈착,1.68,58800
0,기본형,62266,VOLKSWAGEN,20140215,20180823,폭스바겐 골프,뒤범퍼(단독작업),오버홀,2.24,78400
0,기본형,62266,VOLKSWAGEN,20140215,20180823,폭스바겐 골프,뒤범퍼(단독작업),수리,4.0,140000
0,기본형,62266,VOLKSWAGEN,20140215,20180823,폭스바겐 골프,컴비네이션램프(좌),탈착,0.35,12250
0,기본형,62266,VOLKSWAGEN,20140215,20180823,폭스바겐 골프,컴비네이션램프(우),탈착,0.35,12250
0,기본형,62266,VOLKSWAGEN,20140215,20180823,폭스바겐 골프,주차센서 및 배선,탈착,0.8,28000
0,기본형,62266,VOLKSWAGEN,20140215,20180823,폭스바겐 골프,"뒤휀다(우,5도어,연료주입구",판금,3.0,105000
0,기본형,62266,VOLKSWAGEN,20140215,20180823,폭스바겐 골프,뒤범퍼(보수),도장,100.0,452500
0,기본형,62266,VOLKSWAGEN,20140215,20180823,폭스바겐 골프,"뒤휀다(우)(보수,5Dr)",도장,100.0,455000
0,기본형,62266,VOLKSWAGEN,20140215,20180823,폭스바겐 골프,"(우) 뒤휠 신품가 862,000",,1.0,0
0,기본형,62266,VOLKSWAGEN,20140215,20180823,폭스바겐 골프,(우)뒤휠 그린수가 50% 청구,수리,12.31,430850
0,기본형,106851,VOLKSWAGEN,20140429,20180823,폭스바겐 파샤트,앞범퍼(단독작업),탈착,1.68,58800
0,기본형,106851,VOLKSWAGEN,20140429,20180823,폭스바겐 파샤트,앞범퍼(단독작업),오버홀,2.24,78400
0,기본형,106851,VOLKSWAGEN,20140429,20180823,폭스바겐 파샤트,앞범퍼(단독작업),수리,4.0,140000
0,기본형,106851,VOLKSWAGEN,20140429,20180823,폭스바겐 파샤트,주차센서 및 배선,탈착,0.8,28000
0,기본형,106851,VOLKSWAGEN,20140429,20180823,폭스바겐 파샤트,라디에터그릴,탈착,0.42,14700
0,기본형,106851,VOLKSWAGEN,20140429,20180823,폭스바겐 파샤트,헤드램프(좌),탈착,0.42,14700
0,기본형,106851,VOLKSWAGEN,20140429,20180823,폭스바겐 파샤트,헤드램프(우),탈착,0.42,14700
0,기본형,106851,VOLKSWAGEN,20140429,20180823,폭스바겐 파샤트,앞범퍼(보수),도장,100.0,452000
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,"도어(뒤우,자동문)(일체힌지",판금,2.5,87500
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,"도어(뒤우,자동문)(일체힌지",오버홀,2.24,78400
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,뒤범퍼,탈착,1.68,58800
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,뒤범퍼,오버홀,2.24,78400
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,주차센서 및 배선,탈착,0.8,28000
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,컴비네이션램프(좌),탈착,0.35,12250
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,컴비네이션램프(우),탈착,0.35,12250
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,"뒤휀다(우,5도어,연료주입구",판금,3.5,122500
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,주유구커버,탈착,0.5,17500
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,휠 (뒤우) 다이아컷팅휠,,1.0,0
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,"휠(뒤우)신품가 871,992",,1.0,0
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,"도어(뒤우)(보수,5Dr)수용성",도장,100.0,402800
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,뒤범퍼(보수)수용성,도장,100.0,362000
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,"뒤휀다(우)(보수,5Dr)수용성",도장,100.0,400400
0,520d,16058,BMW,20180101,20180822,BMW 5시리즈,뒤범퍼(보수)수용성,도장,100.0,362000
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,"도어(앞좌,자동문)(일체힌지",교환,3.98,127360
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,"도어(뒤좌,자동문)(일체힌지",판금,3.0,96000
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,"도어(뒤좌,자동문)(일체힌지",오버홀,2.24,71680
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,앞휀다(좌),판금,3.0,96000
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,사이드스탭(외측)(좌),판금,3.0,96000
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,앞범퍼(단독작업),탈착,1.68,53760
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,헤드램프(좌),탈착,0.42,13440
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,헤드램프(우),탈착,0.42,13440
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,"앞휀다 (좌) 신품가 227,300",,1.0,0
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,앞휀다 (좌) 그린수가 50%청구,수리,3.55,113600
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,"도어(앞좌)(신품,4Dr)",도장,100.0,380000
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,"도어(뒤좌)(보수,5Dr)",도장,100.0,380000
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,앞휀다(좌)(보수),도장,100.0,380000
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,사이드스텝(좌)(보수),도장,100.0,380000
0,기본형,32905,PEUGEOT,20150729,20180828,푸조 508,견인비,,1.0,0
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,앞범퍼,교환,3.92,125440
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,라디에터그릴,교환,0.42,13440
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,라디에터그릴브라켓,교환,0.14,4480
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,주차센서 및 배선,탈착,0.8,25600
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,본네트,판금,3.0,96000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,헤드램프(우),교환,0.42,13440
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,헤드램프(좌),탈착,0.42,13440
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,시그날램프(좌),탈착,0.21,6720
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,시그날램프(우),탈착,0.21,6720
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,앞휀다(좌),판금,3.0,96000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,앞휀다(우),판금,3.0,96000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,뒤범퍼(단독작업),교환,3.92,125440
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,주차센서 및 배선,탈착,0.8,25600
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,번호등,탈착,0.0,0
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,컴비네이션램프(좌),탈착,0.35,11200
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,컴비네이션램프(우),탈착,0.35,11200
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,뒤휀다(좌)(5도어형),판금,3.0,96000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,백도어,오버홀,1.33,42560
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,"뒤휀다(우,5도어,연료주입구",판금,3.0,96000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,백도어,판금,3.0,96000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,앞패널,판금,3.0,96000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,앞패널(보수),도장,100.0,380000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,앞범퍼(신품),도장,100.0,380000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,앞휀다(좌)(보수),도장,100.0,380000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,앞휀다(우)(보수),도장,100.0,380000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,"백도어(보수,5Dr)",도장,100.0,450000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,뒤범퍼(신품),도장,100.0,380000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,"뒤휀다(좌)(보수,5Dr)",도장,100.0,380000
0,320d,29148,BMW,20160101,20180828,BMW 3시리즈,"뒤휀다(우)(보수,5Dr)",도장,100.0,380000
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,앞범퍼,탈착,1.68,51910
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,앞범퍼,오버홀,2.24,69220
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,앞범퍼 그린수가 50% 청구,수리,8.3,256470
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,"앞범퍼 신품가 513,000",,1.0,0
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,헤드램프(좌),탈착,0.42,12980
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,헤드램프(우),탈착,0.42,12980
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,"헤드램프(우) 신품가 1,224,000",,1.0,0
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,헤드램프(우) 그린수가 50% 청구,수리,19.48,601930
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,본네트,판금,3.0,92700
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,앞휀다(우) 그린수가 50%청구,수리,9.02,278720
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,"앞휀다 신품가 557,900",,1.0,0
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,라디에터그릴,탈착,0.42,12980
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,앞패널,판금,3.0,92700
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,앞범퍼(보수),도장,100.0,331910
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,본네트(보수),도장,100.0,427950
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,앞패널(보수),도장,100.0,231240
0,M37,13958,NISSAN,20180525,20180806,닛산 인피니티,앞휀다(우)(보수),도장,100.0,304420
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,앞범퍼,탈착,1.68,51910
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,앞범퍼,오버홀,2.24,69220
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,앞범퍼,수리,3.0,92700
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,주차센서 및 배선,탈착,0.8,24720
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,라디에터그릴,탈착,0.42,12980
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,헤드램프(좌),탈착,0.42,12980
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,헤드램프(우),탈착,0.42,12980
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,포그램프(좌),탈착,0.35,10820
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,포그램프(우),탈착,0.35,10820
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,"앞휀다(우) 신품가 232,400",,1.0,0
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,앞휀다(우) 그린수가 50% 청구,수리,3.76,116180
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,"도어(앞우,자동문)(일체힌지",오버홀,2.66,82190
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,"도어 (앞우) 신품가 853,100",,1.0,0
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,도어(앞우) 그린수가 50% 청구,수리,13.8,426420
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,A필라(우),판금,4.0,123600
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,앞범퍼(보수),도장,100.0,331910
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,앞휀다(우)(보수),도장,100.0,304420
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,"도어(앞우)(보수,5Dr)",도장,100.0,369270
0,Q50S,8981,NISSAN,20171031,20180808,닛산 인피니티,A필러(우)(보수),도장,100.0,231240
0,기본형,50023,VOLKSWAGEN,20150101,20180730,폭스바겐 티구안,앞범퍼,교환,3.01,105350
0,기본형,50023,VOLKSWAGEN,20150101,20180730,폭스바겐 티구안,헤드램프(우),교환,0.42,14700
0,기본형,50023,VOLKSWAGEN,20150101,20180730,폭스바겐 티구안,앞휀다(우),판금,8.0,280000
0,기본형,50023,VOLKSWAGEN,20150101,20180730,폭스바겐 티구안,본네트,판금,9.0,315000
0,기본형,50023,VOLKSWAGEN,20150101,20180730,폭스바겐 티구안,라디에터그릴,교환,0.42,14700
0,기본형,50023,VOLKSWAGEN,20150101,20180730,폭스바겐 티구안,포그램프(우),교환,0.0,0
0,기본형,50023,VOLKSWAGEN,20150101,20180730,폭스바겐 티구안,앞범퍼(신품),도장,100.0,400000
0,LTZ (2.0),33392,한국GM,20160927,20180808,말리부,후론트 범퍼 커버,교환,1.74,43500
0,LTZ (2.0),33392,한국GM,20160927,20180808,말리부,주차센서 및 배선,탈착,0.8,20000
0,LTZ (2.0),33392,한국GM,20160927,20180808,말리부,포그램프(우),교환,0.0,0
0,LTZ (2.0),33392,한국GM,20160927,20180808,말리부,사이드스텝패널Ass'y(우),교환,5.17,129250
0,LTZ (2.0),33392,한국GM,20160927,20180808,말리부,후론트 범퍼 커버교환,도장,2.79,69750
0,LTZ (2.0),33392,한국GM,20160927,20180808,말리부,사이드스텝패널Ass'y(우)교환,도장,1.69,42250
0,LTZ (2.0),33392,한국GM,20160927,20180808,말리부,수용성 25% 추가청구,도장,,62169
0,LTZ (2.0),33392,한국GM,20160927,20180808,말리부,공통시간작업,도장,1.7,42500
0,LTZ (2.0),33392,한국GM,20160927,20180808,말리부,가열건조비,도장,0.0,17278
